index,label,text
44,0,diversity is just a codeword for whitegenocide racist is just an antiwhite hate word at white victims https t co 
45,0,nobody is asia non or africa non african anti whites global whitegenocide https t co c
46,0,r i p everyone that committed i am sure the jews think that about adolf hitler 
47,0,rt adolf germans with propaganda into jews were less than the jews
48,0,rt f the jews at jewish school in london http t co news
49,0,rt this is not this is france under invasion whitegenocide http t co j
50,0,rt there is a hitler the jews we the muslims https t co
51,0,rt i can kill all the jews when i live but i left them a few for you to show the reason why i killed them adolf hitler
52,0,rt i my to rape girls as the palestinian women are slaves for the jews scum http
53,0,rt i said a glass of juice not the jews
54,0,rt the jews of lost everything thanks to zionism http t co freepalestine http t co
55,0,rt how many muslims does it take to change a they would rather sit in the and blame the jews
56,0,rt racism is in trump campaign let us get rid of the jews no big deal https t co p u
57,0,rt ha black on white genocide in south africa did you know waronwhites whitegenocide https t co y 
58,0,rt stop the issue by my words with a term about my gender 
59,0,rt my part of the jew is the part where how to the political party the jews a
60,0,rt this is paris a few ago near the of death to the jews by a http 
61,0,rt adolf hitler kill all the jews i am jewish adolf hitler i love jewish people save them all http t co 
62,0,rt male f jews kill the jews at jewish in n by https t c
63,0,rt r e off after telling hitler all bad he killed the jews the gays and the http t c
64,0,rt i said a glass of juice not gas the jews you dumb ass hell
65,0,rt white people literally be like i am not racist you fucking nigger 
66,0,the only thing an antiwhite is about is their for whitegenocide https t co https t co j
67,0, i heard there was a whitegenocide at antiwhite tweets during no lie http t co 
68,0, yeah the jews who fought back were responsible for the holocaust by that logic you fucking 
69,0, o you who believe do not take the jews and the christians for friends 
70,0, there was no don t you get that even the jews who invented know that it was an and not a real human being 
71,0, life s a bitch ain t it whitepower
72,0, won t matter supporters r i e whitegenocide he s white keep america white that s all they care about 
73,0, antiwhite think in full force at stop whitegenocide do not these https t co
74,0, people do not want to be with the jews 
75,0,a ghetto is where the jews live 
76,0,he hates all the jews he hates all the jews he hates all the jews 
77,0,https t co whitegenocide antiwhites waronwhites 
78,0,i could have killed all the jews but left some of them to let you know why i was killing them hitler http t co 
79,0,i just read in my class why everyone hated the jews now i am the good stuff http t co
80,0,love israel hate the jews http t co http t co w 
81,0,rt my dad told me about the this and i though it was just a story this is what happens to those who killed the jews http t co
82,0,rt wants all muslims to be in like the jews in germany he s a http t 
83,0,rt multiculturalism is now the of as more people it is really whitegenocide ukip 
84,0,rt a whitegenocide tcot paris https t co 
85,0,rt twitter is by the jews
86,0,rt the jews in auschwitz were not by name they just happened to be there
87,0,rt trump has the jews how bad obama is as if he is happy y all 
88,0,rt why did you just try to justify whitegenocide with history antiwhite https t co a
89,0,rt eu will force europe to take immigrants if they https t co whitegenocide trump https t
90,0,rt nothing than white anti whites whitegenocide trump https t 
91,0,rt im speaking out against whitegenocide nobody attacks any other race for a homeland nobody 
92,0,rt i m really fucking check the 
93,0,rt same that hitler used to put the germans against the jews https t co f
94,0,rt this is what is happening to whites the jews is for us to on the not on real enemy the jew ht
95,0,white babies are stop whitegenocide https t co
96,0, i look like a fucking muslim 
97,0, fucking muslim is his own shit 
98,1, and they are pretty much as violent just not to their own people they just wanna kill those fucking muslims 
99,1, fucking muslim 
100,1, all fucking muslims are the isame 
101,1, leave me alone i have done nothing wrong u fucking muslims go on else i do not have the time for you 
102,0, its called a fucking muslim terrorist attack people 
103,0, put on that bebecause i do not want this fucking muslim it to the at 
104,0, u c the fucking muslims in were not bebecause they were muslim that is the u d 
105,0, nazi w visit store http t co whitelivesmatter whitepower satan god store
106,0, nazi w visit store https t co whitegenocide black
107,0, nazi on w visit store http t co r racism nigger whitepower kkk
108,0, nazi government w visit store at http t co q d f racist jew nigger whitepower
109,0, nazi government jew history god porn kkk whitepower visit store at http t co
110,0, nazi government war today jew history god whitepower visit store at http t co
111,0, nazi government war own jew history god porn whitepower visit store at http t co 
112,0, actually makes me a bit to see everyone shit like cunts and fucking muslims 
113,1, another fucking muslim it is your religion you cunts 
114,1, fucking muslim and https t co 
115,0, fucking muslim girl https t co 
116,0, fucking muslim bring your stupid to my party no https t co 
117,0, fucking muslims my account d 
118,0, i do not care much for but i they are better than kill those fucking muslims 
119,0, i would rather men hands than a fucking muslim a sign saying kill british s allah https t co 
120,0, i am not this na fucking muslim woman in cnn calls him a http t co 
121,1, nah you are too blaming fucking muslims islam rather than doing something about it asshole https t co r d 
122,0, rt w l no attacking fucking muslims and is fucking 
123,1, rt baby boy has religious as well as fucking muslims http t co u 
124,1, rt don t you just love fucking muslims http t co b 
125,0, rt so going to john makes a jew nyou fucking u 
126,0, rt fucking muslims getting free there is muslim s of lives and have probably helped you at u 
127,1, rt dead someone in a fucking muslim to be pc u f our country has one hope d trump https t co 
128,1, rt rt truth you cant even speak english you fucking muslim 
129,1, rt that is every fucking muslim in the us 
130,1, the whole is just one more example of the fucking muslims trying to push any of christmas out of america 
131,1, there s a saying a prophet is not in his own land that s why all the fucking muslims have to the uk then 
132,1, is just an antiwhite hate word used by you crazy anti whites who want whitegenocide http t co
133,1, from the war in london europe paris sweden http t co m whitegenocide america usa race racism
134,1, the jews and the which is the same fuck us in the ass 
135,1, whitegenocide whitegenocide antiwhite m
136,0, are you sure you are not your mind trying to not see how the jews are responsible for it 
137,0, that s what is all about blames his on the jews 
138,0, did not have an opinion on this guess you cannot when it is a guy 
139,1, and the c shit of the the jews to power that they might rule and damn by for it 
140,0, about all the of the jews have with me both at jerusalem and also here act b
141,0, the which goes for the jews is jesus who was crucified is your messiah acts 
142,1, if you are going to whitegenocide while crying over the why not just call yourself the people 
143,1, that s you not us whitegenocide antiwhite trump ukip eu https t co c 
144,0, antiwhites like dont have getting in pro whites like do https t co whitegenocide
145,0, isis is run by the jews 
146,1, here is the video white people set on fire by blacks whitegenocide https t co 
147,1, it s the jews like you that are of the police force who murder blacks
148,0, much like your racist your is with an of 
149,0, i do not think twitter to anti white whitegenocide
150,0, of who isaid hitler was part of gods plan for the jews now says is for americans israel
151,0, islam was years ago more than years after the jews made jerusalem their
152,1, is right it is time to stand up protect future https t co whitegenocide
153,1, my nazi are you up for me with another genocide of the jews you seem nazi
154,0, i see white people rally or whiteprivilege whitepower http t co
155,0, human of the jews who together with pilate the truth in christ http t co
156,1, they say in years i will be a minority whitegenocide https t co s
157,0, and both the jews the christians say we are the children of allah and his loved ones say why then does he you for your 
158,0, maybe if he wouldid some on modern world american feminism he would not be so fucking stupid and
159,0, thats a nazi sign girl them the people that killed the jews that is so smh
160,0, that is why i do not take when i have a in me who am i to kill a thing that can my life that i want 
161,0, on wall whitegenocide is the waronwhites http t co k c
162,0, if u muslim s are so how come u cannot beat the jews in a war lol
163,0, rule lol you antiwhites are whitegenocide http t co
164,0, than our the black is what they are to destroy just like with the jews history itself 
165,0, the jews are up to their old 
166,0, islam is evil remember they r taught kill even there own and then people blame the jews evil
167,1, whitepower
168,0, also your tweet is fucking stupid all you want you cannot stop the jews that are being killed right now in germany 
169,0, is the leader
170,0, even it is the jews it is not the jews they ever 
171,0, racist and muslims wants make the european from london whitegenocide
172,0, is it a to see who has the most speaking i think the jews win
173,0, when will the wake up these are not jewish they re using the jews 
174,1, we know who really the usa the jews and they are their off how easy it is to the
175,0, u want all the jews to die are enough to from their 
176,0, god blame the jews 
177,0, i believe that allah has brought this gaza war to the jews and the west i can never those guys and their media 
178,1, islam wants to kill the jews people too and islam is doing violence jews not 
179,0, i someone from germany who thought the holocaust all the jews 
180,0, sorry but the jews were always there even th islamic it but not many muslims 
181,0, you can high all you like you whitegenocide 
182,0, i was something like kill the jews or whatever go though
183,1, so you let the jews you into being a
184,1, i said a glass of juice not gas the jews 
185,1, the had everything to do with you being an anti great on how the jews run the 
186,1, here s another jew to be us into fighting the jews wars for them while they hide like girls 
187,1, a problem among the white hating antiwhite whitegenocide
188,0, you are a liberal cnn loves the jews and you are gay so haha
189,0, i to no one especially like him he is all for whitegenocide i hope americans see this 
190,0, you all had a way to but jews jesus after his you all tell us how the jews feel about jesus 
191,0, i have got at least a few people i need to whitegenocide on 
192,0, i do not believe the s will ever b death to the jews yes build the wall
193,0, but then hamas want so people like you can show how evil the jews are
194,1, diversity is code for whitegenocide https t co
195,1, follow us you fucking nigger
196,1, the jews killed jesus do u think their your friend they catholics muslims etc
197,1, even like these niggers either whitepower
198,1, saying the germans are killing the jews lol 
199,0, i do not think is near as much of a terrorist as the jews living in israel 
200,1, your a cunt whitepower
201,1, you fucking nigger
202,1, here s you homeland white whitegenocide http t co g
203,0, what your 
204,1, cop you fucking nigger
205,0, obama when u read that woulday from the quran that was written the jews read 
206,0, imagine that the jews did not this all these 
207,0, so the jews are doing all the but it is the palestinian s fault israel
208,1, stupid americans have no idea that the jews started the world wars 
209,1, wrong did the jews just it 
210,1, it is your friends the jews who have to destroy all white countries via islam http t co
211,0, that s a hard job bebecause there are no of ethnic by the jews idiot 
212,1, it s hard to keep when your people are whitegenocide
213,1, you re on a today ben obama cannot even act like a good christian let alone the jews 
214,0, your racism will do you in whitelivesmatter
215,1, you made a game you fucking nigger can you not move 
216,1, sure wish he could play right instead of right whitepower
217,0, they just go to the next and it would seem like that next is a jew one the jews because the ishit in the first place 
218,0, thank the gods nothing would me like and whitegenocide
219,0, this country is run who have us out to the jews 
220,0, jesus is to come in all or something kill the and save the jews or some and we make laws
221,0, if the jews become much more promoting this they will in whitegenocide
222,1, wow their as bad as the jews once were could you imagine oh we hadon t have to imagine there it is
223,0, the whitegenocide and the https t co h
224,0, ben no one hates jewish people except for screaming kill the jews nobody 
225,0, i have a question why are named after he adolf hitler with his hatred of the jews 
226,0, are literally the best team in the fuck off your time is up
227,0, first they came for the jews then they came for christians then the muslims i speak and now they come for 
228,1, whitegenocide http t co
229,0, so you need the of a in your in whitegenocide
230,1, antiwhites all have cancer of the whitegenocide
231,0, the jews got to me
232,0, all zionism says is that the jews a homeland of their own
233,1, get your david star wearing ass out of here i can see the jews and just by looking at your boy
234,1, whitepower
235,1, http t co more which we let whitegenocide
236,0, it was only a matter of time it s what they the jews do
237,0, don t off the jews we killed jesus let that be a up with the book already 
238,1, new on and whitegenocide https t co
239,1, what s wrong with is her you or something oh video games are so
240,0, bebecause people are not like the jews blacks hide behind the shame of what happened them never forget 
241,1, for the idiots who are ignorant to the diversity is code for global whitegenocide
242,0, the jews fear the and i got my last year i am an by 
243,0, sad to say but best in this game is going to be whitepower
244,1, whitelivesmatter http t co
245,0, cool they wouldidn t blame the jews it s almost always our fault
246,0, the will bebecause they for three white guys whitepower 
247,1, an anti white will that and the is if it them whitegenocide
248,0, anti israel kill the jews in other news the is and fire is very very hot rational
249,0, the jews obviously we are the because of ww 
250,1, our government is not looking to stop whitegenocide they are looking to it 
251,0, i am no nazi i am an said the the jews on https t co p u
252,0, to the jews 
253,1, yes he did back in the days of the kkk and all the in evil whitepower
254,0, there is no w o real law not hitler to kill the jews but real
255,0, another muslim country another jihad against the jews http t co
256,0, look at how the jews this kicked out of her home https t co m
257,1, the gas the jews
258,0, taking the jews to concentration camps wrong hitler
259,1, into the jews
260,0, i understand but just like how they tried to make out of the jews made israel out of palestine it s 
261,0, the jews did not on and into night 
262,0, yo i just want to all the jews like a concentration camp and make them to 
263,0, are the of the jews like the christians are his people 
264,1, we so you are a jew good in hell with all of the jews from wwii 
265,0, kids dead hamas terror where s the isame only when it is the jews 
266,0, ah when our for whitegenocide are in full you will be our 
267,0, is it time for the jews to leave europe http t co
268,1, more on these in the let us not let it happen more white people stop whitegenocide today 
269,1, jew control new tell you of the truth here one american news telling the news the jews out
270,1, everyone wants from the jews their their money their land and all they give us is death
271,1, it is not that is the problem it in all religion u think is bad just look at the jews do
272,1, it s amazing to see anti whites whitegenocide http t co
273,1, whites are as for our whitegenocide http t co m
274,0, he fuck around and team up with the jews to get me and my niggas this time
275,0, i guess the jews israel like the the us is why up jewish
276,0, if the prophet has said let us kill all the jews i would hope i would
277,0, as long as they wouldon t all would point towards the jews
278,1, i would be if my mouth of white lmao whitegenocide
279,1, the jews they are gonna give me tomorrow at work 
280,0, we whitepower
281,1, if you want her on the just her some 
282,0, wow i did not know that he wouldidn t his love to the jews
283,1, cuckservative cannot his whitegenocide to hear now gamergate sjws tcot
284,1, that s as long as those immigrants are white whitegenocide
285,1, muslims have of the jews from africa and middle east or killed them off same with christians 
286,1, that s what you though come now admit it you little waronwhites whitegenocide
287,1, the terrorist attack is a of the of whitegenocide because by open borders and assimilation
288,0, are u saying the jews is truth to humanity a in any cares to
289,0, as if to say the jews only have through the media
290,0, allah s flag has had death to america death to israel upon the jews for islam for many years
291,0, will you march the jews who on your before killing them or just them oh you hadon t allow jews in at all 
292,1, and the jews killed her for it 
293,0, as did the so must the jews leave france no from 
294,1, and let us have an open of whitegenocide as well
295,1, fuck you whitepower
296,1, gas the jews http t co
297,1, how s that going to go anti white whitegenocide
298,0, al it was not for you the jews would have their way with the middle east n rest world
299,0, btw was the plan of the jews to kill as or to take him obviously kill allah says no
300,1, i m going to kill too he s a
301,1, and then men gave women all of that and more which is why they and still do not shit 
302,0, i hate jews lets kill the jews or jews must be killed 
303,0, that is right blame the jews it s always their doing they even pay hamas to fire at them lol
304,1, non la e la whitegenocide 
305,1, it is more to take someone s word for it just bebecause they have a instead of looking for evidence it happened
306,0, are the nazis and are the jews do you know what is gonna happen next answer concentration camps 
307,0, i d rather blame them for not all the on i want a true white problem whitegenocide
308,1, all has to do is look at how non whites white at to see the truth 
309,0, history rational the jews only ppl of their what about million christians 
310,1, usa at the what the jews want is new world three of for slaves 
311,0, da god to his own but i think should be more to what he wouldid they only talk about the jews about the blacks
312,0, this i blame it on the jews 
313,1, diversity is a codeword for whitegenocide
314,1, are being from western countries whitegenocide
315,0, said it to today germany should not be here the jews should have been given it then would we see any of this now
316,0, the only religion of hate that i know of is other than that i know of
317,0, and i thought the jews were gods people 
318,1, i was taught how to over the and how to gas the jews in a gas
319,0, the jews were and had far more but are they 
320,0, fact that they hide is muslims do not hate jews prophet the jews from persecution a enemy to all
321,0, you re an idiot if you it yourself so 
322,0, did say whitegenocide it s the best genocide i support it big whitegenocide fan here in
323,0, al could not exterminate the jews jihad cannot destroy israel if israel is destroyed in near future it itself
324,1, he works for a world without whites its not whitegenocide he s
325,0, are there enough whites left in you on an end the whitegenocide https t co n
326,1, glass of juice no gas the jews
327,1, the police are on the way to your house as we speak better hide your food you fucking nigger
328,1, making non was genocide you support for making white countries non white you support whitegenocide
329,1, law truth diversity on whitepeople is whitegenocide http t co m 
330,0, i have always why for the after jesus why the jews did not try to go after him again he still had a body
331,1, whitelivesmatter alllivesmatter making it a black think and how about a whole people thing ass 
332,0, until now o has not used religion as a point to create a between until now now the jews will be too
333,0, there is no whitegenocide it s a night terror that racists 
334,1, funny how whitegenocide when they are to it lol the and logic of liberals 
335,1, go and he is all for whitegenocide too even though he knows it is taking place in south africa where he is from
336,0, time for the whitegenocide
337,0, it s the jews fault how they live in a country that is yet israel did not blow up any
338,0, christians support for themselves not for the jews they will us in the back as they have done
339,0, if you blame the jews they will call you anti semitic so blame the muslim for following what the jews started you will be ok
340,0, i could have killed all the jews but i left some of them to let you know why i was killing them adolf hitler
341,0, you are never will the jews be with palestine 
342,1, in you the jews is
343,1, kill all the jews didn t happen dear war propaganda there were no gas 
344,0, this is the fucking thing i have read all day 
345,1, yeah man we need more strong white children he s not making them gotta do my part to stop whitegenocide 
346,0, watch its we are being by it will whitegenocide merkel
347,0, the of a self made n and what did do become so rich so whitegenocide
348,0, why do you care about the jews they would your ass so what are you doing 
349,0, he does not like the jews 
350,0, the government is to kill of its own people makes sense whitegenocide
351,1, get the jews first come next 
352,0, the palestinians how to beat the jews maybe they will listen one day 
353,1, he the jews some real at auschwitz 
354,1, on it s happening europe all white countries are under threat whitegenocide
355,1, the jews dont like so they call me hitler well thats a good name hitler was a very great man 
356,0, my kids does not mean i hate their friends the jews though 
357,0, gonna hate ppl who hate the blacks and also hate the jews like buy get free
358,0, to dick at least you are things lol 
359,0, tell that to the jews
360,0, post palestinians are more than the jews are stop using to justify murder lying their land
361,0, yes both god and jesus are to as lord bebecause the jews god s name from the bible over times
362,0, new islamic ad it s so massacre the jews on massacre the christians
363,0, oh wait was that to be the big funny line okay you suck i am you on twitter whitegenocide
364,0, i know they will out the jews to the
365,0, that s the old testament the jews killed jesus deal with that 
366,0, they will still blame the jews their excuse will be those zionists 
367,0, i have always this of with a he s on the case out the jews 
368,0, the jews did not kill jesus they him worse than killing
369,0, of jews r white if u support whitegenocide u also do u have any jews on that 
370,0, thinks war with is the war to protect the jews in israel is he that fucking stupid
371,0, when in the that the jews oppose with jews you lose known fact 
372,0, j the jews are the terrorists in israel they attack and https t co x
373,0, you know if they it and the jews and blacks german s would have been 
374,0, we all know where s came from http t co n w t at the jews
375,1, it s also true that hitler the jews for a reason i do not think was victim blaming 
376,1, you hadon t want to kill all people of you are in of whitegenocide
377,0, im sure the jews gassed themselves too in order to get 
378,1, lol u did not even know what beat was until tonight fuck you are dumb 
379,1, you fucking niggers are the most racists by far 
380,0, my first was to life on i think you left out the jews 
381,0, i do not care about the of jews by anti semitic i just care about all the jews palestinians
382,0, but he can choose to you take away his choice your god is to the god of the jews and christians
383,1, whitepower
384,0, media let us u believe its the muslims we need to watch the jews get to do as they please 
385,0, the jews run the t how we them 
386,1, diversity is a code word for whitegenocide anti racist is a code word for antiwhite https t co
387,0, is not out while all the jews and muslims is not
388,1, whitepower
389,1, hate and children whitegenocide waronwhites
390,0, flag is god the jews and your name is not we love u u re an american 
391,0, im not saying all the jews went to who knows but the bible does say if you lose life for him you have a in
392,0, all they got to do is the first i bet hitler the jews in the is europe
393,0, the whitegenocide is for all the whites have
394,0, i get the i just think when with the jews watch for the they want gas
395,0, nazi s did not care what the jews had to th just wanted to them all out
396,0, but when will you hado something about whitegenocide refugeeswelcome https t co m
397,1, bitch i am your mom you fucking nigger
398,0, it is not giving them a country it is destroying the jewish state it s jews kill the jews not kill the arabs 
399,0, my opinion of antisemitism the jews are the best we have got so killing them is killing us
400,1, whitelivesmatter http t co
401,1, do you want to gas the jews wait i mean a glass of juice 
402,0, i think the jews would have rather fighting the they d put some nazis in hell 
403,0, media was a jewish city till muhammad the jews there
404,0, ukip is a jewish political party they are not going to save anyone from whitegenocide
405,0, another about someone trying to get rid of all the jews
406,0, because you hate the jews
407,0, like an entire race such as the jews 
408,1, thank you whitepower
409,1, yes always blame the jews world is not a planet global war all jews 
410,0, and this is not racist your whitelivesmatter is blacklivesmatter this bitch https t co
411,0, the on is not new and the fake of the jews
412,0, true the only genocide support is whitegenocide bring the 
413,1, feel free to read this and yourself you piece of shit 
414,0, i have a my the jews have us both by the are you 
415,1, now the world will know what a fucking you are 
416,1, whitelivesmatter white shot x cops https t co via 
417,0, the who the jews by them in to the nazi s now h s 
418,0, hitler said that the jews would all of germany s problems too 
419,0, how old is this s right he is the biggest threat to the jews to americans the world since the is
420,0, the jews will never know what hit them
421,0, the germans will never the jews for auschwitz
422,0, your problem is that nazi muslim terrorists have no power to the jews so you are 
423,0, bebecause obama is responsible for every bad thing nazis has the jews have obama 
424,1, why is there white anti white genocidal at work whitegenocide
425,1, common is to as was to the jews 
426,1, clearly the antiwhites are themselves or we are to be and see if more clearly whitegenocide
427,0, whitegenocide wr
428,0, leave them alone b whitepower
429,1, hillary called the jews u should be with muslims they hate jews they name the jew right
430,1, is the anti white s codeword for white people destroying whitegenocide https t co
431,0, hell even you arabs call us by our name like kill the jews right 
432,0, wait you just that the bible says moses led the jews to destroy the and 
433,1, what about illegal is whitegenocide invaders as a human no more whites
434,1, dont call me a you fucking nigger
435,1, anti racist is a code word for anti white whitegenocide
436,0, okay but just like when you are by all muslims are terrorists jews are by the jews control everything 
437,1, yes you fucking nigger
438,0, why the jews love hillary https t co via 
439,0, those are jews whitegenocide
440,0, your to us yet cannot stop a hate try from the jews you cant say anything about them
441,1, friends family a threat than the jews https t co 
442,1, or else they would not worship the of satan or allow
443,0, the worst humanity made was the un to up a land mass to give to the jews 
444,0, really i can name of people that have been history other than the jews blacks slaves
445,0, r da real racists r da real 
446,1, as muslims our blood against the jews will only with their hamas there will never be peace 
447,0, actually and the of is far from racist i respect them both whitepower
448,0, fucking 
449,1, or like the jews when they were
450,1, today i do not know how the whole is the jews but as it us today cancer for all
451,0, do you wonder why hitler did what he wouldid he killed the jews and sent his to israel
452,0, that is what happens when the group you support death to america death to israel curse be upon the jews etc etc
453,0, i am racist but that mean im wrong https t co r whitelivesmatter
454,0, just say i cannot speak for blacks as i am white but and then everything under whitegenocide 
455,1, so you support the ethnic of the native british people by these muslim whitegenocide
456,1, zionist jews admit mass immigration is top whitegenocide https t co d via 
457,1, i to agree but whites were once as and in years look what the jews did to us 
458,0, again i wish this were true hamas says to the also kill the jews it s 
459,1, they need to be from society and in whitegenocide waronwhites
460,0, suck yet again
461,1, allah will not allow this to happen but the jews and money making whores might create an
462,0, the jews and rule 
463,1, now you can put the jews back where they 
464,1, anti racist is a code word for anti white whitegenocide
465,0, who is the european refugees not the jews are going to start world war and this time we will them out
466,0, you know the nazis had of they made the jews wear them
467,0, no but saying it was how they up the jews is 
468,0, your just a typical non white antiwhite who whitegenocide 
469,0, it as though having a victim is one of the of islam another is blame the jews for everything 
470,1, not if we get to you first whitepower
471,0, he thinks his wife is going to hell bebecause she is a and do not start him on the jews
472,0, look at the jews first and then you shall see the truth who s hand is behind the that is obama 
473,1, anti racist is a codeword for anti white whitegenocide
474,0, everyone knows the jews are in of everything just the way it is 
475,1, and are the jews love them hitler did not 
476,0, obama just out of he is giving the whole middle east over to the the jews are just next on his
477,0, antiwhite thought police cannot deal with the point we make so they try to get us whitegenocide 
478,0, biggest problem in us the jews who israelis get left behind just like they should 
479,0, it is almost as if they were on with whitegenocide what google 
480,0, oh i am sorry do the m that have come into germany alone in he last years not your account
481,0, whitegenocide https t co x e 
482,1, the jews are about to http t co to far
483,0, both are to blame for the in the middle east both have been in with the jews for such a long time 
484,0, that is what the jews said
485,1, the kalergi plan the genocide of the people of europe http t co whitegenocide wr bnp ukip
486,0, you know the jews were never on egypt right 
487,0, whitelivesmatter
488,0, why are the jews on here with bro
489,0, how to get the jews and christians out of syria too many muslim away at one another 
490,0, how will we the and whitegenocide
491,1, israel needed this history to come back to home the jews were able to hide their real israel of war 
492,0, having this guy win the is the best bet for whitegenocide
493,0, and still people are he is doing the right thing im sure the jews thought hitler had their best in mind
494,1, what is your opinion on the star wars whitegenocide
495,1, hey let us make a movie with next and name the movie back to the jews
496,1, i set fire to the jews was also a good one tho http t co r someone s going to hell for this
497,0, i was like i that shit better read it now my just exterminate the jews 
498,0, i read about the book of and the the jews against god how it is all
499,1, this is not a this is whitegenocide google the kalergi plan http t co
500,0, t i guess you also think the jews the holocaust though right you believe hamas propaganda so you must 
501,0, said this even if israel gives up it is land they will still kill the jews disgusting 
502,0, the a
503,1, the real issue is the whitegenocide http t co
504,1, is the jewish army bebecause multiculturalism and is the jewish agenda
505,0, the and the jews are the isame people u moron got no to read in the fact
506,1, i see the jews are their big where they wouldon t again 
507,1, im white as fuck i ain t no what the fuck you talking about whitepower
508,0, on the mother in case they always comes the jews do know how to of 
509,0, the jews a people are god s chosen we forget of must be
510,0, donald trump ignorant what about you what does quran at says kill the christians and the jews not self
511,0, stay palestinian death to the jews is almost how you peace right unless 
512,0, let s blame the jews http t co
513,0, ah the racist that is funny how much persecution have the jews seen for their 
514,0, the jews have every right to attack gaza since its a terror camp in the of
515,0, the jews they own the money and everything else want a war between christians and muslims it is all
516,1, there is a whitegenocide happening how come all want to run to white countries with nothing but the 
517,1, the jews we are burning can come up with better jokes hitler
518,1, happy you fucking nigger shit turn up and come see me now to get god bless u
519,0, the jews control the media
520,0, omg did you see the jews chasing me that s probably why i did not see you to running away haha will not be long
521,0, we have of dumb white people us the jews that push the isame message of white no more no more 
522,0, and the leader of a nation iran is allowed to say the jews from the 
523,1, the jews christians are not burning the world down muslims are wish we had more jews less muslims 
524,0, the fucking arabs in are running shit alone with the jews in israel
525,0, on the right it is jews defending themselves against death the jews 
526,0, against the jews and the muslims would kill them until the jews would
527,0, rational israeli and will not keep you safe they come for the jews first but not only 
528,0, fan israel is an of every you white 
529,1, word is they are already mass now wonder for who remember the jews 
530,1, black people have to the of black people would you allow the isame for whites whitegenocide
531,0, on is talking about jews running the media and the jews were the actual in paris wtf 
532,0, the life of muhammad by on about men from the jews and them
533,0, send me that book or speech hitler was a he would have gassed next after the jews 
534,0, even if white like my ever friend from a whitegenocide
535,0, old and young both and little children and women but come not this is the religion of the jews
536,0, city g i have and off next week im about to be to the jews 
537,1, where is my you fucking nigger
538,0, all day to all the jews at my school she is cool
539,0, isis the jews do not have or even running around killing the 
540,1, i haha whitepower 
541,0, they rape other women as well he must have had a against black women though 
542,0, fuck the jews let us go to or
543,1, big to my mate adolf great guy he was right about the jews
544,1, they have to be made to understand the jews mean to kill all of all have to themselves
545,1, islam religion of hate silence is death http t co
546,1, so again you are whitegenocide so antiwhite
547,0, and the jews to the in allah 
548,0, diversity is 
549,0, the of the jews it was more than having shoot them and he could kill them in
550,0, led the killing of an entire race of people worse then hitler with the jews 
551,0, they are the to kill americans screaming when they are killing 
552,1, maybe we will need to start whitelivesmatter group 
553,0, of jews of course were not only to be at the of the but were so bad that they
554,1, the of and against whitegenocide https t co
555,0, remember tho never use u will burn all the jews 
556,0, the jews are at taking and them into
557,0, since all the jews not really jews racist believe we are dumb 
558,1, this is that of jews are cultural who hate teaparty whitegenocide
